what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180265420
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1603180266751
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603180272231
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1603180276191
error,log,,,"Failed Executing: [nios2-download, '--cable=', --instance=-1, --stop, --sidp=0x11020, --id=0x0, --timestamp=1603179190] return code: 16",1603180277089
error,log,,,"Failed Executing: [nios2-download, '--cable=', --instance=-1, --go, --sidp=0x11020, --id=0x0, --timestamp=1603179190, /cygdrive/c/Users/Etudiant/Desktop/G2_B6/SOPC/sopc_compteur/software/test_compteur/test_compteur.elf] return code: 16",1603180283016
error,log,,,"Downloading ELF Process failed",1603180283024
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180283026
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180283468
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1603180283754
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1603180283765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180291878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180305855
started,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1603180330941
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180330991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180345050
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1603180345058
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603180350368
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1603180355231
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603180363024
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180385879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180387829
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1603180387838
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1603180387957
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603180392099
error,log,,,"java.lang.InterruptedException",1603180393095
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180393177
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1603180397387
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603180405266
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1603180651434
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1603180651451
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1603180661106
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603180669077
